2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
0,0,0,0,0,0,0,13.24,0,0,0,-5.63,0,0,0,0.29,0,0,0,-3.92,0,0.71,0,-0.01,0.42,0.72,2.35,-0.36,0.12,-1.43
0,0,0,0,0,0,0,22.07,0,0,0,-8.23,0,0,0,3.87,0,0,7.58,-6.89,0,5.57,-0.25,1.37,2.84,-0.97,-0.5,-2.31,-2.07,-4.6
0,0,0,0,0,0,0,22.63,0,0,0,-3.54,0,0,0,-0.15,0,0,0,-2.3,3.21,8.06,12.17,-0.32,-0.12,-1.22,-2.6,-4.66,-0.78,-6.84
0,0,0,0,0,0,0,20.83,0,0,0,1.83,0,0,0,-1,0,0,0,-3.69,0,0,11.47,-1.39,2.34,4.84,-4.86,-1.67,-0.66,-0.31
0,0,0,0,0,0,0,31.05,0,0,0,0.07,0,0,0,-7.57,0,0,0,-4.74,0,0,9.66,-4.28,2.85,4.87,-3.17,-5.89,-0.27,-4.87
0,0,0,0,0,0,0,32.89,0,0,0,7,0,0,0,-1.07,0,0,0,-6.03,0,0,20.6,-4.35,3.34,8.34,-7.89,-12.93,-0.88,-8.34
0,0,0,0,0,0,0,24.45,0,0,0,5.28,0,0,0,-2.24,0,0,0,-7.08,0,0,11.51,-3.79,-0.08,5.15,-2.54,-4.83,0.19,-5.15
0,0,0,-12.52,0,0,0,-3.19,0,0,0,-5.1,0,0,0,2.34,0,0,0,37.57,0,0,19.76,-24.78,4.69,8.2,-9.65,-13.13,-3.35,-8.2
0,0,0,0,0,0,0,26.69,0,0,0,3.34,0,0,0,-9.92,0,0,0,2.45,6.12,0,0,3.57,-1.65,11.63,14.43,-8.27,-1,-2.49
0,0,0,0,0,0,0,31.12,0,0,0,-0.84,0,0,0,0.3,0,0,0,1.05,7.15,0,0,-2.16,-0.52,10.33,11.87,-14.99,-4.67,-5.43
0,0,0,0,0,0,0,32.31,0,0,0,-5.23,0,0,0,0.76,0,0,0,-1.8,2.86,0,0,-3.93,-0.33,7.12,9.37,-10.06,-1.53,-4.17
0,0,0,0,0,0,0,5.19,0,0,0,-0.35,0,0,0,-1.22,0,0,0,6.88,4.12,0,0,7.65,-2.5,3.48,5.76,-10.76,-0.83,-1.3
0,0,0,0,0,0,0,25.97,0,0,0,-4.11,0,0,0,-4.1,0,0,0,-4.09,-1.38,5.09,0,1.09,0.83,-0.99,5.44,-4.7,0.88,-0.03
0,0,0,7.56,0,12.56,0,-4.13,0,-12.56,0,-2.75,0,0,0,-4.24,0,0,0,-1.44,0,0,0,-2.9,0,4.91,4.32,-5.18,1.17,-4.91
0,0,0,0,0,0,0,18.09,0,0,0,-0.29,0,0,0,-2.28,0,0,0,-1.45,0.88,0,0,-1.34,0.52,5.27,7.52,-2.6,0.36,-5.27
0,0,0,0,0,0,0,33.69,0,0,0,-6.24,0,0,0,-2.3,0,0,0,-1.75,4.53,0,0,-1.23,0,10.73,13.36,-4.96,-1.55,-3.57
0,0,0,0,0,0,0,52.07,0,0,0,-14.96,0,0,0,-17.04,0,0,0,-6.06,0,8.47,0,3.53,4.25,-0.01,13.09,-4.97,-1.87,-1.75
0,0,0,0,0,0,0,18.28,0,0,0,4.84,0,0,0,-4.59,0,0,0,-9.95,1.87,6.73,0,6.02,0.5,0.12,9.89,-1.75,-0.32,-6.85
5.25,0,0,-24.12,-5.25,0,0,16.11,0,0,0,-3.64,0,0,0,-6.71,0,0,0,3.12,3.58,0,0,-2.4,-1.97,3.5,4.02,-1.61,-0.11,-3.5
0,0,0,0,0,0,0,28.31,0,0,0,-5.8,0,0,0,-8,0,0,0,-6.1,0.12,5.36,0,3.6,1.24,0.38,7.45,-2.66,-0.38,-5.74
0,0,0,0,0,0,0,23.44,0,0,0,-1.54,0,0,0,-2.26,0,0,0,-5.52,3.15,5.83,0,-1.99,-0.73,-0.94,6.75,-2.21,-0.43,-4.89
0,0,-22.7,0,0,0,0,29.23,0,0,0,-11.94,0,0,0,1.09,0,0,0,-1.37,3.08,6.24,0,-1.87,-1.34,-0.91,6.87,-4.21,-0.51,-5.33
0,0,0,0,0,0,0,19.68,0,0,0,2.54,0,0,0,1.72,0,0,0,1.92,0,9.05,0,-4.48,0,-1.31,10.97,-10.15,1.97,-7.74
0,0,0,0,0,0,0,23.34,0,0,0,5.86,0,0,0,-7.31,0,0,0,-5.21,0,6.37,0,-3.37,0,-0.34,8.61,-3.33,2.43,-1.68
0,0,0,0,0,0,0,27.62,0,0,0,0.78,0,0,0,0.24,0,0,0,-3.9,0,6.3,0,-4.6,0,0.75,10,-9.63,1.34,-7.05
0,0,0,0,0,0,0,35.23,0,0,0,-13.1,0,0,0,-0.94,0,0,0,-3.4,0,9.78,0,1.63,0,0.43,13.93,-2.26,1.42,-6.13
0,0,0,0,0,0,0,54.62,0,0,0,-7.72,0,0,0,-20.72,0,0,0,-2.02,0,7.85,0,-13.46,0,-2.15,6,-2.61,1.77,-5.7
0,0,0,8.98,0,0,0,-2.02,0,14.46,0,-5.62,0,-14.46,0,-7.5,0,0,0,16.6,0,17.1,0,-5.38,8.01,-0.32,25.23,-4.6395,-3.58,-7.46
0,0,0,0,0,0,0,35.21,0,0,0,-2.28,0,0,0,-14.14,0,0,0,-3.22,0,4.81,7.96,-1.86,0,-0.89,-1.84,-5.12,-0.58,-3.92
0,0,0,0,0,0,0,28.42,0,0,0,-0.77,0,0,0,-5.32,0,0,0,-2.12,0,0,0,-1.85,0,9.78,12.88,-4.78,2.06,-9.78
0,0,0,0,0,0,0,30.68,0,0,0,0.42,0,0,0,-9.14,0,0,0,-2.57,0,10.37,16.37,2.41,0,1.54,0.92,-1.38,4.08,-3.63
0,0,0,0,0,0,0,21.66,0,0,0,-4.89,0,0,0,-4.54,0,0,0,-6.86,0,6.15,7.68,5.56,0,-2.03,-0.33,-1.02,-0.01,-4.12
0,0,0,0,0,0,0,31.02,0,0,0,-3.92,0,0,0,5.59,0,0,0,-6.49,0,0,20.42,-2.18,0,11.25,-3.34,-4.67,3.13,-11.25
0,0,0,0,0,0,0,18.86,0,0,0,-7.65,0,0,0,1.28,0,0,0,2.12,0,0,10.45,4.01,0,9.6,9.06,5.49,2.76,-2.75
0,0,0,0,0,0,0,36.83,0,0,0,-16.45,0,0,0,-3.76,0,0,0,-2.16,0,0,10.01,0.61,0,5.6,-1.09,-2.4,1.14,-5.6
0,0,0,0,0,0,0,54.5,0,0,0,-23.19,0,0,0,-4.23,0,0,0,-4.83,0,0,0,0.18,0,11.48,0,1.95,3.49,-11.48
0,0,0,0,0,0,0,20.11,0,0,0,-2.61,0,0,0,-5.48,0,0,0,1.17,0,0,9.96,1.31,0,10.05,3.98,4.59,3.06,-10.05
0,0,0,0,0,0,0,33.08,0,0,0,-7.87,0,0,0,-5.1,0,0,0,4.22,0,0,16.81,-2.48,0,10.31,-1.35,-2.76,1.81,-6.92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,0,0,0,-9.2,0,0,0,-2.01,0,9.43,0,-5.87,1,-9.43
0,0,0,0,0,0,0,0,0,0,0,37.14,0,0,0,-2.34,0,0,0,-8.68,0,10.56,0,-4.33,0,1.36,0,9.05,1.54,-11.92
0,0,0,0,0,0,0,37.44,0,0,0,-7.47,0,0,0,1.98,0,0,0,-14.84,0,0,8.16,-2.88,0,2.82,-0.51,-1.41,-1.07,-0.69
0,0,0,0,0,0,0,14.51,0,0,0,18.3,0,0,0,6.73,0,0,0,-6.12,0,0,10.41,-11.02,0,5.37,1.76,-2.06,0.5,-5.37
0,0,0,-12.3,0,0,0,-6.38,0,0,0,-12.16,0,0,0,-2.84,0,0,0,-3.55,0,0,0,-3.04,0,2.98,0,-1.05,-3.14,-2.98
0,0,0,0,0,0,0,24.96,0,0,0,-2.81,0,0,0,4.93,0,19.66,0,13.31,0,-19.66,0,-5.12,0,11.66,23.9,0.21,3.73,-11.66
0,0,0,0,0,0,0,46.01,0,0,0,5.48,0,0,0,-12.9,0,0,0,-7.89,0,0,0,-4.24,0,0,18.15,-4.11,4.57,0
0,0,0,0,0,0,0,47.77,0,0,0,-1.13,0,0,0,-3.59,0,31.22,0,8.18,0,-31.22,23.79,-21.2,0,18.39,9.47,12.49,7.33,-18.39
0,0,0,0,0,0,0,74.95,0,0,0,-24.29,0,0,0,-13.34,0,0,0,-18.71,0,0,0,3.59,0,8.16,0,-2.95,1.43,-8.16
0,0,0,0,0,0,0,36.08,0,0,0,-9.31,0,0,0,6.3,0,0,0,-11.85,0,0,0,-6.26,0,0,12.25,4.87,2.73,0
0,0,0,0,0,0,0,37.12,0,0,0,58.32,0,0,0,-53.17,0,13.45,0,-8.63,0,-13.45,0,3.7,0,16.07,22.67,-8.78,2.29,-9.65
0,0,0,9.65,0,0,0,-6.71,0,0,0,-6.32,0,0,0,-3.22,0,7.67,0,-2.12,0,-7.67,11.76,1.25,0,10.25,2.79,1.83,2.86,-4.28
0,0,0,0,0,0,0,21.81,0,0,0,-2,0,0,0,-1.33,0,0,0,-6.1,0,0,0,-2.46,0,4.73,0,-0.24,2.58,-4.73
0,0,0,0,0,0,0,24.34,0,0,0,-7.72,0,0,0,-2.31,2.11,0,0,-0.5,-2.11,0,0,-3.07,0,5.16,8.52,1.29,3.48,-5.16
0,0,0,0,0,0,0,45.56,0,0,0,18.56,0,0,0,-1.9,0,27.39,0,-10.11,0,-27.39,51.33,2.54,0,37.96,10.96,20.29,6.32,-37.96
0,0,0,0,0,0,0,53.96,0,0,0,-30.62,0,0,0,-5.82,0,0,0,-1.33,0,0,0,-2.74,0,8.13,0,-0.39,2.54,-8.13
0,0,0,14.03,0,0,0,3.93,0,0,0,-11.68,0,0,0,-0.62,0,0,0,-0.61,0,0,8.66,-5.58,0,4.91,-1.25,-0.49,2.03,-0.95
0,0,0,0,0,0,0,8.64,0,0,0,65.38,0,0,0,18.73,8.67,0,0,-65.37,-8.67,0,16.71,-6.18,0,5.87,-6.32,2.29,6.49,-5.87
0,0,0,0,0,0,0,0,0,0,0,30.34,0,0,0,-3.13,0,0,0,-4.68,0,0,14.25,-2.55,0,9.59,1.74,1.11,2.69,-9.59
0,0,0,0,0,0,0,0,0,0,0,27.93,0,0,0,1.91,0,0,0,-0.36,0,0,0,0.78,0,17.2,22.42,0.14,7.51,-5.35
0,0,0,0,0,0,0,22.08,0,0,0,-5.02,0,0,0,-4.03,0,5.42,0,-6.6,0,-5.42,0,3.08,0,6.41,5.8,0.79,0.67,-6.41
0,0,0,0,0,0,0,0,0,0,0,17.27,0,0,0,6.84,0,0,0,0.01,0,0,0,-7.67,0,7.92,0,4.15,2.33,-7.92
0,0,0,0,0,0,0,12.31,0,0,0,6.95,0,0,0,-0.96,0,7.89,0,-2.28,0,-7.89,0,10.79,0,13.6,0,3.2,2.94,-13.6
0,0,0,-39.86,0,0,0,8.16,0,0,0,-14.2,0,0,0,-12.43,0,0,0,2.48,0,0,0,2.78,0,7.18,0,7.02,1.76,-7.18
0,0,0,0,0,0,0,0,0,0,0,16.84,0,0,0,17.04,0,0,0,24.15,0,0,0,-9.63,0,24.64,0,-11.2,7.43,-24.64
0,0,0,0,0,0,0,0,0,0,0,43.35,0,0,0,12.79,0,0,0,-14.6,0,0,0,-16.84,0,5.08,0,1.05,2.13,0.51
0,0,0,0,0,0,0,70.98,0,0,0,-11.59,0,0,0,-29.37,0,16.65,0,-3.29,0,-16.65,0,-14.74,0,4.35,0,-2.58,2.01,-4.35
0,0,0,0,0,0,0,40.98,0,0,0,-1.73,0,0,0,-13.87,0,0,0,-8.24,0,0,0,0.05,0,0,0,-0.54,2.66,0
0,0,0,0,0,0,0,25.89,0,0,0,-6.91,0,0,0,3.89,0,6.89,0,2.73,0,-6.89,0,-4.18,0,0,11.07,-2.56,-1.77,0.21
0,0,0,0,0,0,0,13.04,0,0,0,17.16,0,0,0,-11.09,0,-1.22,0,-1.77,0,1.22,0,-3.88,0,-2.43,0,2.32,-3.63,2.43
0,0,0,0,0,0,0,0,0,0,0,33.35,0,0,0,-7.49,0,0,0,-5.52,0,0,0,2.46,0,0,0,5.62,4.51,8.85
0,0,0,0,0,0,0,0,0,0,0,15.94,0,0,0,6.3,0,0,0,5.76,0,0,0,-4.62,0,13.65,0,0.96,6.44,-4.2
0,0,0,0,0,0,0,39.95,0,0,0,46.75,0,0,0,-47.68,0,21.8,0,-1.94,0,-21.8,0,-7.57,0,6.02,0,-9.44,2.69,-6.02
0,0,0,0,0,0,0,0,0,0,0,51.95,0,0,0,-24.34,0,0,0,-10.83,0,0,0,1.53,0,4.53,0,-3.75,1.73,-0.27
0,0,0,0,0,0,0,0,0,0,0,17.11,0,0,0,-0.5,0,0,0,-3.03,0,0,0,-1.75,0,0,0,1.43,2.39,0
0,0,0,0,0,0,0,43.22,0,0,0,-21.26,0,0,0,-7.74,0,0,0,-1.13,0,0,0,-3.47,0,0,0,0.87,2.26,0
0,0,0,0,0,0,0,0,0,0,0,15.58,0,0,0,7.54,0,0,0,3.7,6.31,0,0,-3.02,-2.8,0,0,2.61,1.94,0
0,0,0,0,0,0,0,35.05,0,0,0,-3.52,0,0,0,-9.11,0,15.36,0,5.12,0,-15.36,0,-1.05,7.01,13.93,0,1.6,0.44,-13.93
0,0,0,0,0,0,0,0,0,0,0,30.92,0,0,0,-11.09,0,0,0,-2.21,0,0,0,17.63,12.14,0,0,-0.09,-2.82,13.13
0,0,0,0,0,0,0,0,0,0,0,33.48,0,0,0,-4.26,0,0,0,-1.36,0,0,0,17.28,11.29,0,0,-13.18,-1.78,0
0,0,0,0,0,0,0,0,0,0,0,35.67,0,0,0,-1.07,0,0,0,-4.75,0,0,0,2.21,5.22,0,0,-1.18,0.47,0
0,0,0,0,0,0,0,0,0,0,0,22.74,0,0,0,-3.57,0,0,0,1.91,0,0,0,-5.9,3.22,0,0,2.65,0.33,0
0,0,0,0,0,0,0,0,0,0,0,13.69,0,0,0,-0.86,0,0,0,1.22,0,0,0,-1.12,0,0,0,0.33,0,0
0,0,0,0,0,0,0,0,0,0,0,15.97,0,0,0,-6.47,0,0,0,9.54,0,12.88,0,1.17,4.28,-2.41,0,2.53,0.8,-10.47
0,0,0,0,0,0,0,0,0,0,0,34.39,0,0,0,2.41,0,0,0,4.76,0,0,0,-14.02,0,13.16,0,-3.19,0,-3.06
0,0,0,0,0,0,0,0,0,0,0,9.74,0,0,0,9.34,0,0,0,6.91,0,0,0,-2.24,0,0,0,-6.16,0,0
0,0,0,0,0,0,0,0,0,0,0,30.6,0,0,0,4.19,0,0,0,-11.08,1.6,0,0,-7.59,-1.6,0,0,-0.85,0,0
0,0,0,0,0,0,0,0,0,0,0,42.89,0,0,0,-33.33,0,0,0,13.02,0,0,0,-0.16,0,0,0,0.86,0,0
0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0.34,0,0,0,2.52,2.97,0,0,1.1,-2.97,0,0,-2.04,3.21,0
0,0,0,0,0,0,0,0,0,0,0,30.54,0,0,0,18.99,0,0,0,-11.79,0,20.53,0,-1.82,0,-20.53,0,-1.62,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.77,0,0,0,-7.31,0,0,0,-0.71,0,0,0,3.06,3.1,0
0,0,0,0,0,0,0,0,0,0,0,15.91,0,0,0,-1.7,0,0,0,-1.7,0,0,0,2.23,0,6.87,0,1.53,0,-6.87
0,0,0,0,0,0,0,0,0,0,0,30.28,0,0,0,-5.02,0,0,0,13.7,0,13.17,0,-15.32,0,-13.17,0,6.5,0,10.81
0,0,0,0,0,0,0,0,0,0,0,25.78,0,0,0,-3.19,0,0,0,0.34,0,10.9,0,-1.75,0,-10.9,0,4.48,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,6.12,0,0,0,7.4,2.95,0,0,1.69,1.32,0
0,0,0,0,0,0,0,0,0,0,0,46.31,0,0,0,-26.01,0,0,0,10.71,5.09,0,0,-4.95,-5.09,0,0,-9.29,0,0
0,0,0,0,0,0,0,0,0,0,0,40.9,0,0,0,-14.38,0,0,0,-1.27,0,8.7,0,-0.36,5.63,-8.7,0,2.3,-0.72,0
0,0,0,0,0,0,0,0,0,0,0,28.42,0,0,0,-3.13,0,0,0,-3.07,0,0,10.77,-5.7,0,0,-10.77,-0.85,0,0
0,27.32,0,-53.81,0,-27.32,0,0,0,0,0,14.86,0,0,0,0.11,0,0,0,0.04,0,5.47,0,-2.88,0,-5.47,0,0.36,0,0
0,0,0,0,0,0,0,0,0,0,0,14.52,0,0,0,4.04,0,0,0,-5.14,0,19.28,0,11.03,0,-9.51,0,-11.09,0,-0.68
0,-24.7,0,-12.59,1.87,0.69,6.47,-1.48,-0.6,-1.28,-1.57,-2.77,0.29,1.04,2.25,2.9,1.01,0.75,2.02,2.18,0.22,0.43,-2.15,-2.71,-0.78,-1.8,-2.4,0.68,0.02,-3.49
0,-35.03,0,-19.56,2.86,1.18,9.86,-0.33,-0.9,-0.08,0.28,1.05,1.04,0.57,0.72,1,-1.13,-2.31,-1.8,-0.82,-1.06,-3.48,-5.37,-7.09,-0.51,2.47,3.1,2.73,0.07,-4.81
0,-15.34,0,-13.34,6.64,0.97,17.45,0.15,-0.63,-2.58,-4.09,-5.39,-2.52,-2.8,-3.15,-3.18,-0.31,0.25,0.62,0.97,0.83,1.58,1.74,1.41,-0.4,-0.78,-0.78,-0.92,0.5,-8.03
0,-8.55,0,-9.17,2.21,0.26,6.8,1.81,-0.61,-0.93,-2.61,-5.63,0.67,0.39,0.68,0.47,-1.12,-1.61,1.83,0.71,-0.77,-1.15,-4.65,-4.57,0.17,0.2,-1.33,1.55,-1.18,-0.83
0,-13.29,6.56,-11.39,3.88,3.01,3.82,8.13,2.59,0.9,2.29,4.67,0.61,2.05,3.83,3.16,0.05,-0.07,-0.03,-1.27,0.15,-1.76,-5.02,-6.14,-2.34,-3.13,-4.6,-12.39,-3.14,-6.43
0,-8.18,0,-8.49,3.59,4.1,10.39,4.24,-0.83,-2.87,-3.14,-3.98,0.4,0.18,-0.87,-0.6,-5.07,-7.82,-7.92,-6.9,2.48,3.41,2.95,1.14,0.6,0.84,1.42,-1.6,0.17,-1.95
0,-15.46,0,-11.69,0.92,1.15,6.01,3.44,0.39,0.81,-0.04,-3.79,-0.29,-1.61,-2.48,-1.68,0.23,0.57,1.11,1.62,-0.34,0.23,-0.19,-1.35,0.14,0.69,0.41,0.61,0.29,-3.49
0,-17.33,0,-10.19,2.97,1.24,11.38,1.85,-0.08,-0.61,-4.28,-10.79,-2.32,-5.46,-5.35,-2.26,0.03,2.12,3.38,4.3,0.14,-0.81,-1.08,-0.21,0.09,3.94,1.92,0.17,0.43,-6.41
0,-9.22,0,-8.46,0.97,0.64,8.74,1.71,0.23,-0.19,0.59,1.26,1.11,0.8,1.5,1.42,0.33,0.64,1.29,1.15,0.47,1.54,2.08,1.26,-0.26,-1.25,-2.84,-1.63,0.56,-6.92
0,-12.12,0,-9.67,2.25,0.76,6.33,1.69,-0.99,-2.37,-2.27,-5.36,-0.57,-0.78,-0.18,1.68,0,0.16,-0.75,1.91,-1.98,-2.07,-1.83,-1.28,1.99,2.13,0.35,-1.31,-0.26,-1.16
0,-14.6,0,-17.66,1.49,1.5,8.7,-1.06,-1.64,-5.52,-8.37,-7.92,0.89,2.81,4.34,5.97,0.63,1.16,3.41,7.54,0.29,1.27,-0.37,-1.57,-1.86,-4.65,-4.75,-8.29,0.39,-0.39
0,-14.66,0,-13.99,1.44,1.39,8.63,3.06,0.46,0.48,1.27,1.71,0.23,0.79,1.59,1.96,-1.03,-1.51,-3.08,-2.37,-0.87,-2.06,-2.63,-0.73,-0.8,-1.91,-0.58,-7.38,0.73,-1.13
0,-9.26,0,-15.74,-0.57,-1.85,1.9,-2,1.06,1.12,0.85,-0.53,1.11,0.44,0.26,-1.37,-1.43,-1.4,-0.22,0.43,0.14,-0.4,-2.51,-23.02,0.15,0.02,1.79,26.2,0.45,-0.4
0,-8.98,0,-9.33,2.28,2.68,8.16,3.96,0.42,-0.75,0.99,0.37,0.29,1.94,3.87,5.66,0.02,-1.97,-6.24,-10.93,-0.25,0.42,2.44,4.81,-0.58,-1.04,-0.26,0.02,0.55,6.23
0,-2.33,0,-11.78,2.82,1.94,10.39,3.46,0.6,0.29,0.06,-0.4,-0.28,-0.1,0.74,1.22,0.69,1.53,3.38,2.89,0.32,1.61,1.78,2.75,0.64,1.12,2.36,2.18,0.91,-10.68
0,-7.19,0,-8.73,1.82,-0.97,6.78,-0.26,0.38,1.93,2.56,3.36,0.36,0.12,-0.13,-0.32,0.23,0.89,1.07,2.45,0.44,1.47,1.62,-9.76,-0.95,-2.37,-3.49,-3.13,0.61,-6.17
0,-11.84,0,-9.99,0.78,0.54,4.8,1.97,1.06,1.82,1.99,5.46,0.61,1.75,7.56,11.27,4.41,9.48,9.54,11.34,0.84,2.38,5.62,5.66,1.51,-5.27,-12.34,-19.44,-6.56,-12.81
0,-16.91,0,-21.01,1.17,-0.58,4.12,-1.07,0.07,0.18,0.29,0.36,-0.32,-0.4,-0.86,-0.63,-0.34,-0.41,0.13,1.35,-0.07,-0.45,0.45,1.38,0.24,0.79,0.06,-0.47,-0.01,-2.33
0,-15.44,0,-15.37,1.29,0.36,8.86,0.9,0.21,0.3,1,1.44,0.39,0.62,1.1,0.6,-0.02,-0.28,-0.34,0.67,0.11,0.03,-0.33,0.29,-0.01,0.13,-0.07,-1,-1.45,-5.66
0,-6.04,0,-9.1,2.06,0.63,7.7,1.75,0.03,1.6,1.78,3.1,0.34,1.49,1.58,1.1,0.43,1.33,-1.28,-5.22,-0.63,-3.19,-3.96,-6.52,-0.85,1.31,2.32,0.37,-0.26,-4.29
0,-3.86,0,-6.33,1.18,0.92,4.68,-0.22,0.07,-1.01,0.1,-0.06,-0.25,-0.25,-1.55,-5.88,-0.37,-0.31,-0.67,3.103,0.02,0.86,1.03,7.6928,1.54,0.41,-1.28,-5.9258,-0.46,-2.81
0,-18.11,0,-15.75,2.04,1.99,9.77,-0.51,-0.96,-1.92,-3.23,-9.54,-0.42,-3.82,-12.49,-28.56,-5.68,-13.94,-17.73,-114.63,5.9,14.72,25.6,153.35,-0.57,8.05,6.53,-7.42,-0.1,-9.58
0,-33.89,0,-23.62,0.6,-0.13,2.27,-1.48,-0.79,-0.36,-1.82,-5.81,-0.96,-2.94,-3.8,0.1,1.75,4.09,5.92,8.08,-0.29,-0.46,-2.25,3.35,0.82,2.49,3.2,-1.88,-0.7,-3.6
0,-4.94,0,-5.36,1.83,1.3,7.41,3.47,0.3,2.3,2.02,1.73,0.33,-0.1,1.66,0.46,0.37,0.96,0.2,1.9,-0.2,0.11,0.08,-1.75,-1.6,-4.69,-6.69,-9.08,0.01,-3.13
0,-8.56,0,-12.18,2.99,-0.44,8.98,-2.11,-0.21,-1.1,-3.25,-3.97,-2.71,-6.41,-6.68,5.15,1.07,6.03,6.9,-0.91,-0.47,-0.22,0.27,1.02,-0.05,-0.39,-2.01,-5.08,-0.19,-3.29
0,-16.43,0,-22.46,1.91,0.74,7.77,1.56,1.94,6.38,9.06,8.55,0.49,0.77,0.15,1.52,0.32,0.22,-0.1,-0.45,-0.98,-3.14,-3.36,-1.35,-1.33,-2.68,-4.83,-8.53,-0.14,-5.75
0,-10.22,5.73,-7.66,2.33,2.17,0.81,2.72,-0.64,2.04,1.29,0.12,5.36,8.7,6.56,8.04,1.33,-4.23,-2.57,-0.37,-4.05,-1.98,-1.11,-6.73,-1.64,-5.47,-4.29,-5.22,-3.45,-3.14
0,-5.59,0,-6.76,1.02,-0.35,4.49,-1.23,0.24,0.48,-0.32,-2.65,0.07,-3.44,-3.44,-21.76,-0.95,1.54,2.7,22.05,0.84,-39.43,-38.86,-0.29,-0.73,39.65,37.98,-10.09,-3.72,-1.89
0,3.11,-25.75,-22.77,2.75,1.97,6.94,-2.17,-3.91,-9.51,-14.21,-58.63,-0.38,3.51,2.21,33.1,0.68,-8.7,-6.18,25.47,1.5,5.77,5.11,-79.81,-8.03,2.78,-5.66,48.13,-2.16,1.07
0,-11.62,0,-24.17,1.24,1.23,4.16,0.87,-0.05,0.13,0.21,0.05,-0.72,-0.9,0.04,1.01,0.48,0.82,1.4,0.57,0.13,-0.34,-1.95,-2.43,-0.3,-0.84,-1.54,-1.82,-0.15,-1.57
0,-13.37,0,-24.17,1.36,-1.3,3.3,-1.6,1.02,3.37,5.45,5.99,0.38,0.74,0.9,1.98,-0.15,-1.38,-3.03,-4.33,0.09,-0.36,0.01,-1.17,-0.46,0.52,-0.34,-0.92,-0.75,-5.16
0,-15.73,0,-32.24,1.29,-0.3,4.05,-0.02,-0.29,-0.52,-1.16,-1.37,0.71,0.41,0.21,-0.91,-1.49,-1.99,-0.93,8.93,5.35,9.91,13.89,4.91,-1.67,-4.8,-10.88,-12.15,-3.55,-5.64
0,-25.7,0,-47.22,1.85,-1.01,4.57,-3.11,-0.85,-1.46,-3.1,-3.31,-0.58,-0.74,-0.36,-0.38,0.06,0.15,0.76,3.25,5.04,16.11,32.49,52.62,1.01,0.03,-1.87,-8.2,-3.12,-17.25
0,-5.4,0,-11.2311,1.61,0.9708,4.88,1.7401,0.54,0.5367,0.83,0.2302,-0.27,-0.2775,0.56,1.19,-0.01,0.25,1.17,1.67,-0.05,-0.15,-1.52,0.3,-0.1,0.05,-0.45,-3.09,-0.25,-3.77
0,2.88,-21.34,-23.38,1.2,-0.49,3.85,-0.71,-0.14,-0.1,-0.42,-0.77,4.31,4.49,5.09,4.23,-4.1,-4.94,-6.32,-2.61,-0.41,0.08,-0.24,-4.55,-0.2,-0.09,0.51,0.96,0.52,-1.83
0,1.16,-15.3,-16.53,0.1,0.06,2.78,-0.2,-1.24,-1,-2.21,-7.91,0.97,-2.55,0.97,8.35,0.25,0.89,-2.83,-2,-0.34,2.04,2.82,1.45,0.51,0.94,2.05,2.26,0.22,-1.54
0,-11.78,0,-25.8,2.41,1.42,8.86,2.13,-0.07,-0.45,-0.37,-0.39,-0.33,-1.06,-1.23,-1.21,0.44,0.91,0.47,-0.13,-1.55,-2.39,-2.78,-2.7,1.75,3.22,4.19,4.82,0.41,-0.38
0,1.54,-22.77,-27.33,0.75,0.05,2.28,0.16,-0.04,0.05,0.67,0.69,-0.15,-0.1,-0.24,0.94,-0.06,-0.17,0.56,-0.13,0.03,0.54,0.05,-0.48,-0.2,0.15,0.35,0.59,-0.01,-2.06
0,-18.39,0,-37.63,2.88,2.19,10.38,2.72,0.86,2.35,3.53,4.79,0.96,2.1,3.04,3.45,0.16,-0.25,-0.56,-0.78,-0.24,-1.6,-3.82,-6.36,-0.56,-0.16,-0.2,-0.77,-0.02,-9.19
0,1.71,-11.66,-11.88,0.37,0.08,2.94,-1.63,-0.07,-0.54,-1.17,31.73,-0.02,-0.59,-0.82,-35.54,-0.06,-0.17,-0.58,-5.3,-0.73,-1.93,-2.72,6.21,1.13,2.86,4.85,5.99,0.64,-1.42
0,-7.99,0,-15.13,2.62,0.07,8.19,-2.32,-0.44,-0.98,-1.6,-0.49,0.23,0.17,-0.09,1.47,0.55,1.07,1.14,1.36,-0.04,-1.09,-2.42,-3.7,-0.41,-0.37,-0.15,-0.77,0.38,0.4
